Drug_Name,OMOP CUI,RxNorm CUI
calcium acetate 0.5 MEQ/ML Injectable Solution,19057782,240425
calcium acetate 22 MG/ML / magnesium acetate 43 MG/ML / Potassium Acetate 34.5 MG/ML / Potassium Chloride 125 MG/ML / Sodium Acetate 135 MG/ML / Sodium gluconate 55 MG/ML Injectable Solution,45775941,1547445
Calcium Chloride 0.0007 MEQ/ML / Glucose 25 MG/ML / Potassium Chloride 0.002 MEQ/ML / Sodium Chloride 0.05 MEQ/ML / Sodium Lactate 0.0143 MEQ/ML Injectable Solution,968931,847543
Calcium Chloride 0.001 MEQ/ML / Glucose 25 MG/ML / Potassium Chloride 0.002 MEQ/ML / Sodium Chloride 0.074 MEQ/ML Injectable Solution,19135372,847620
Calcium Chloride 0.001 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.004 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,968985,847627
Calcium Chloride 0.00136 MEQ/ML / Glucose 0.8 MG/ML / Magnesium Sulfate 0.00122 MEQ/ML / Potassium Chloride 0.00403 MEQ/ML / Sodium Bicarbonate 0.0226 MEQ/ML / Sodium Chloride 0.125 MEQ/ML / sodium phosphate 0.000746 MEQ/ML Injectable Solution,40237714,1095433
Calcium Chloride 0.0014 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.024 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,968984,847626
Calcium Chloride 0.0014 MEQ/ML / Potassium Chloride 0.004 MEQ/ML / Sodium Chloride 0.103 MEQ/ML / Sodium Lactate 0.028 MEQ/ML Injectable Solution,19135374,847630
Calcium Chloride 0.002 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.004 MEQ/ML / Sodium Chloride 0.147 MEQ/ML Injectable Solution,968987,847629
Calcium Chloride 0.002 MEQ/ML / Potassium Chloride 0.004 MEQ/ML / Sodium Chloride 0.147 MEQ/ML Injectable Solution,968982,847617
Calcium Chloride 0.00232 MEQ/ML / icodextrin 75 MG/ML / Magnesium Chloride 0.000533 MEQ/ML / Sodium Chloride 0.0915 MEQ/ML / Sodium Lactate 0.04 MEQ/ML Injectable Solution,40238876,1100742
Calcium Chloride 0.003 MEQ/ML / Glucose 50 MG/ML / Potassium Chloride 0.002 MEQ/ML / Sodium Chloride 0.074 MEQ/ML Injectable Solution,19130417,798392
Calcium Chloride 0.005 MEQ/ML / Glucose 50 MG/ML / Magnesium Chloride 0.00148 MEQ/ML / Potassium Chloride 0.016 MEQ/ML / Sodium Acetate 0.0118 MEQ/ML / Sodium Chloride 0.016 MEQ/ML / Sodium Lactate 0.0123 MEQ/ML Injectable Solution,19131423,801907
Calcium Chloride 0.005 MEQ/ML / Glucose 50 MG/ML / Magnesium Chloride 0.0015 MEQ/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Acetate 0.0471 MEQ/ML / Sodium Chloride 0.0848 MEQ/ML / Sodium Lactate 0.008 MEQ/ML Injectable Solution,19131415,801881
Calcium Chloride 0.005 MEQ/ML / Magnesium Chloride 0.0015 MEQ/ML / Potassium Chloride 0.01 MEQ/ML / Sodium Acetate 0.0471 MEQ/ML / Sodium Chloride 0.0848 MEQ/ML / Sodium Lactate 0.008 MEQ/ML Injectable Solution,19131193,801387
Calcium Chloride 0.034 MEQ/ML Injectable Solution,42873546,1302447
Calcium Chloride 0.068 MEQ/ML Injectable Solution,42800573,1299725
Calcium Chloride 0.136 MEQ/ML Injectable Solution,42800575,1299727
Calcium Chloride 0.2 MG/ML / Glucose 0.8 MG/ML / Magnesium Sulfate 0.3 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Bicarbonate 1.9 MG/ML / Sodium Chloride 7.3 MG/ML / sodium phosphate 0.2 MG/ML Injectable Solution,19096454,348484
Calcium Chloride 0.68 MEQ/ML Injectable Solution,19036828,828525
Calcium Chloride 134 MG/ML Injectable Solution,19010507,108809
Calcium Chloride 16.55 MG/ML / Magnesium Chloride 25.5 MG/ML / Potassium Acetate 98 MG/ML / Sodium Acetate 64.6 MG/ML / Sodium Chloride 74.5 MG/ML Injectable Solution,45775952,1547459
Calcium Gluconate 10 MG/ML Injectable Solution,42709020,1250681
Calcium Gluconate 100 MG/ML Injectable Solution,19037061,197435
Calcium Gluconate 16 MG/ML / Glucose 50 MG/ML Injectable Solution,19135159,846125
Calcium Gluconate 20 MG/ML Injectable Solution,19130300,797186
Calcium Gluconate 230 MG/ML Injectable Solution,40225903,1010723
Calcium Gluconate 40 MG/ML Injectable Solution,40233545,1087381
Calcium Gluconate 50 MG/ML / CALCIUM LEVULINATE 35 MG/ML Injectable Solution,19104263,413356
Calcium Gluconate 9.3 MG/ML Injectable Solution,19115075,562021
Calcium Gluconate 94 MG/ML / CALCIUM SACCHARATE 4 MG/ML Injectable Solution,19104261,413354
Calcium Gluconate 95 MG/ML / CALCIUM SACCHARATE 3.6 MG/ML Injectable Solution,19104262,413355
Calcium Gluconate 95 MG/ML / CALCIUM SACCHARATE 5 MG/ML Injectable Solution,19104260,413353
