Drug_Name,OMOP CUI,RxNorm CUI
Benzydamine,19019620,1425
celecoxib,1118084,140587
Diclofenac,1124300,3355
Etodolac,1195492,24605
fenbufen,19095703,24830
Fenoprofen,1153928,4331
Flurbiprofen,1156378,4502
Ibuprofen,1177480,5640
Indomethacin,1178663,5781
Ketoprofen,1185922,6142
Ketorolac,1136980,35827
Meclofenamate,1180182,588003
meloxicam,1150345,41493
nabumetone,1113648,31448
Naproxen,1115008,7258
oxaprozin,1118045,32613
Piroxicam,1146810,8356
Sulindac,1236607,10237
Suprofen,1036636,10255
tenoxicam,19041220,37790
Tolmetin,1102917,10636
valdecoxib,1103374,278567
